Niveau	Date et heure	Source	ID de l’événement	Catégorie de la tâche
Erreur	10/10/2025 22:01:03	NETLOGON	5719	Aucun	"Cet ordinateur n’a pas pu configurer une session sécurisée avec un contrôleur de domaine dans le domaine AFDB pour la raison suivante : 
Nous n’avons pas pu vous connecter avec ces informations d’identification, car votre domaine n’est pas disponible. Vérifiez que votre appareil est connecté au réseau de votre organisation, puis réessayez. Si vous vous connectiez sur cet appareil avec d’autres informations d’identification auparavant, vous pouvez utiliser celles-ci pour vous connecter. 
Cela peut entraîner des problèmes d’authentification. Vérifiez que cet ordinateur est connecté au réseau. Si le problème persiste, contactez votre administrateur de domaine.  

INFORMATIONS SUPPLÉMENTAIRES 
Si cet ordinateur est un contrôleur de domaine pour le domaine spécifié, il installe la session sécurisée sur l’émulateur de contrôleur de domaine principal dans le domaine spécifié. Sinon, cet ordinateur installe la session sécurisée sur n’importe quel contrôleur de domaine du domaine spécifié."
Erreur	10/10/2025 21:11:01	Microsoft-Windows-Security-Kerberos	11	Aucun	Le nom unique figurant dans le champ Objet de votre certificat d’ouverture de session par carte à puce ne contient pas suffisamment d’informations pour identifier le domaine adéquat sur un ordinateur qui n’est pas membre d’un domaine. Contactez votre administrateur système.
Erreur	10/10/2025 20:39:34	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	10/10/2025 20:16:49	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	10/10/2025 20:11:01	Microsoft-Windows-Security-Kerberos	11	Aucun	Le nom unique figurant dans le champ Objet de votre certificat d’ouverture de session par carte à puce ne contient pas suffisamment d’informations pour identifier le domaine adéquat sur un ordinateur qui n’est pas membre d’un domaine. Contactez votre administrateur système.
Erreur	10/10/2025 19:11:01	Microsoft-Windows-Security-Kerberos	11	Aucun	Le nom unique figurant dans le champ Objet de votre certificat d’ouverture de session par carte à puce ne contient pas suffisamment d’informations pour identifier le domaine adéquat sur un ordinateur qui n’est pas membre d’un domaine. Contactez votre administrateur système.
Erreur	10/10/2025 18:46:33	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	10/10/2025 18:25:49	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	10/10/2025 18:01:03	NETLOGON	5719	Aucun	"Cet ordinateur n’a pas pu configurer une session sécurisée avec un contrôleur de domaine dans le domaine AFDB pour la raison suivante : 
Nous n’avons pas pu vous connecter avec ces informations d’identification, car votre domaine n’est pas disponible. Vérifiez que votre appareil est connecté au réseau de votre organisation, puis réessayez. Si vous vous connectiez sur cet appareil avec d’autres informations d’identification auparavant, vous pouvez utiliser celles-ci pour vous connecter. 
Cela peut entraîner des problèmes d’authentification. Vérifiez que cet ordinateur est connecté au réseau. Si le problème persiste, contactez votre administrateur de domaine.  

INFORMATIONS SUPPLÉMENTAIRES 
Si cet ordinateur est un contrôleur de domaine pour le domaine spécifié, il installe la session sécurisée sur l’émulateur de contrôleur de domaine principal dans le domaine spécifié. Sinon, cet ordinateur installe la session sécurisée sur n’importe quel contrôleur de domaine du domaine spécifié."
Erreur	10/10/2025 17:11:01	Microsoft-Windows-Security-Kerberos	11	Aucun	Le nom unique figurant dans le champ Objet de votre certificat d’ouverture de session par carte à puce ne contient pas suffisamment d’informations pour identifier le domaine adéquat sur un ordinateur qui n’est pas membre d’un domaine. Contactez votre administrateur système.
Erreur	10/10/2025 16:53:34	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	10/10/2025 16:34:49	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	10/10/2025 16:11:01	Microsoft-Windows-Security-Kerberos	11	Aucun	Le nom unique figurant dans le champ Objet de votre certificat d’ouverture de session par carte à puce ne contient pas suffisamment d’informations pour identifier le domaine adéquat sur un ordinateur qui n’est pas membre d’un domaine. Contactez votre administrateur système.
Erreur	10/10/2025 15:11:01	Microsoft-Windows-Security-Kerberos	11	Aucun	Le nom unique figurant dans le champ Objet de votre certificat d’ouverture de session par carte à puce ne contient pas suffisamment d’informations pour identifier le domaine adéquat sur un ordinateur qui n’est pas membre d’un domaine. Contactez votre administrateur système.
Erreur	10/10/2025 15:00:33	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	10/10/2025 14:43:50	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	10/10/2025 14:11:01	Microsoft-Windows-Security-Kerberos	11	Aucun	Le nom unique figurant dans le champ Objet de votre certificat d’ouverture de session par carte à puce ne contient pas suffisamment d’informations pour identifier le domaine adéquat sur un ordinateur qui n’est pas membre d’un domaine. Contactez votre administrateur système.
Erreur	10/10/2025 13:31:53	NETLOGON	5719	Aucun	"Cet ordinateur n’a pas pu configurer une session sécurisée avec un contrôleur de domaine dans le domaine AFDB pour la raison suivante : 
Nous n’avons pas pu vous connecter avec ces informations d’identification, car votre domaine n’est pas disponible. Vérifiez que votre appareil est connecté au réseau de votre organisation, puis réessayez. Si vous vous connectiez sur cet appareil avec d’autres informations d’identification auparavant, vous pouvez utiliser celles-ci pour vous connecter. 
Cela peut entraîner des problèmes d’authentification. Vérifiez que cet ordinateur est connecté au réseau. Si le problème persiste, contactez votre administrateur de domaine.  

INFORMATIONS SUPPLÉMENTAIRES 
Si cet ordinateur est un contrôleur de domaine pour le domaine spécifié, il installe la session sécurisée sur l’émulateur de contrôleur de domaine principal dans le domaine spécifié. Sinon, cet ordinateur installe la session sécurisée sur n’importe quel contrôleur de domaine du domaine spécifié."
Erreur	10/10/2025 13:11:01	Microsoft-Windows-Security-Kerberos	11	Aucun	Le nom unique figurant dans le champ Objet de votre certificat d’ouverture de session par carte à puce ne contient pas suffisamment d’informations pour identifier le domaine adéquat sur un ordinateur qui n’est pas membre d’un domaine. Contactez votre administrateur système.
Erreur	10/10/2025 13:07:34	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	10/10/2025 12:52:50	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	10/10/2025 11:14:32	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	10/10/2025 11:11:01	Microsoft-Windows-Security-Kerberos	11	Aucun	Le nom unique figurant dans le champ Objet de votre certificat d’ouverture de session par carte à puce ne contient pas suffisamment d’informations pour identifier le domaine adéquat sur un ordinateur qui n’est pas membre d’un domaine. Contactez votre administrateur système.
Erreur	10/10/2025 11:01:48	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	10/10/2025 09:27:46	Microsoft-Windows-WindowsUpdateClient	20	Agent de mise à jour automatique Windows Update	Échec de l’installation : l’installation de la mise à jour suivante a échoue avec l’erreur 0x80073D02 : 9WZDNCRFJBMP-MICROSOFT.WINDOWSSTORE.
Erreur	10/10/2025 09:26:59	Microsoft-Windows-DistributedCOM	10010	Aucun	Le serveur {88435F68-FFC1-445F-8EDF-EF78B84BA1C7} ne s’est pas enregistré sur DCOM avant la fin du temps imparti.
Erreur	10/10/2025 09:26:19	Microsoft-Windows-DistributedCOM	10010	Aucun	Le serveur {88435F68-FFC1-445F-8EDF-EF78B84BA1C7} ne s’est pas enregistré sur DCOM avant la fin du temps imparti.
Erreur	10/10/2025 09:21:31	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	10/10/2025 09:21:31	Microsoft-Windows-Security-Kerberos	11	Aucun	Le nom unique figurant dans le champ Objet de votre certificat d’ouverture de session par carte à puce ne contient pas suffisamment d’informations pour identifier le domaine adéquat sur un ordinateur qui n’est pas membre d’un domaine. Contactez votre administrateur système.
Erreur	10/10/2025 09:13:53	Microsoft-Windows-WindowsUpdateClient	20	Agent de mise à jour automatique Windows Update	Échec de l’installation : l’installation de la mise à jour suivante a échoue avec l’erreur 0xC190020E : Windows 11, version 24H2.
Erreur	10/10/2025 09:10:48	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	10/10/2025 09:10:48	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	10/10/2025 09:03:37	Service Control Manager	7000	Aucun	"Le service Service Google Update (gupdate) n’a pas pu démarrer en raison de l’erreur : 
Le service n’a pas répondu assez vite à la demande de lancement ou de contrôle."
Erreur	10/10/2025 09:03:37	Service Control Manager	7009	Aucun	Le dépassement de délai (30000 millisecondes) a été atteint lors de l’attente de la connexion du service Service Google Update (gupdate).
Erreur	10/10/2025 09:03:34	Service Control Manager	7000	Aucun	"Le service Microsoft Cloud Managed Desktop Extension n’a pas pu démarrer en raison de l’erreur : 
Le fichier spécifié est introuvable."
Erreur	10/10/2025 09:01:05	NETLOGON	5719	Aucun	"Cet ordinateur n’a pas pu configurer une session sécurisée avec un contrôleur de domaine dans le domaine AFDB pour la raison suivante : 
Nous n’avons pas pu vous connecter avec ces informations d’identification, car votre domaine n’est pas disponible. Vérifiez que votre appareil est connecté au réseau de votre organisation, puis réessayez. Si vous vous connectiez sur cet appareil avec d’autres informations d’identification auparavant, vous pouvez utiliser celles-ci pour vous connecter. 
Cela peut entraîner des problèmes d’authentification. Vérifiez que cet ordinateur est connecté au réseau. Si le problème persiste, contactez votre administrateur de domaine.  

INFORMATIONS SUPPLÉMENTAIRES 
Si cet ordinateur est un contrôleur de domaine pour le domaine spécifié, il installe la session sécurisée sur l’émulateur de contrôleur de domaine principal dans le domaine spécifié. Sinon, cet ordinateur installe la session sécurisée sur n’importe quel contrôleur de domaine du domaine spécifié."
Erreur	10/10/2025 09:00:55	hasplms	3	Aucun	ERROR: DEP policy is not enabled due system configuration

Erreur	09/10/2025 22:16:11	Service Control Manager	7043	Aucun	Le service Service Protection avancée contre les menaces Windows Defender ne s’est pas fermé correctement après avoir reçu une commande d’anticipation de fermeture.
Erreur	09/10/2025 22:15:56	Service Control Manager	7043	Aucun	Le service Service Sécurité Windows ne s’est pas fermé correctement après avoir reçu une commande d’anticipation de fermeture.
Erreur	09/10/2025 20:41:26	Microsoft-Windows-Security-Kerberos	19	Aucun	Le certificat KDC pour le contrôleur de domaine ne contient pas l’utilisation améliorée de la clé KDC : 1.3.6.1.5.2.3.5 : Code d’erreur 0xc0000320. Pour résoudre cette erreur, l’administrateur du domaine doit obtenir un certificat avec l’utilisation améliorée de la clé KDC pour le contrôleur de domaine. Lorsque vous utilisez Windows Server, les services de certificats créent un certificat basé sur le modèle d’authentification Kerberos.
Erreur	09/10/2025 17:22:43	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	09/10/2025 16:14:37	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	09/10/2025 16:11:01	Microsoft-Windows-Security-Kerberos	11	Aucun	Le nom unique figurant dans le champ Objet de votre certificat d’ouverture de session par carte à puce ne contient pas suffisamment d’informations pour identifier le domaine adéquat sur un ordinateur qui n’est pas membre d’un domaine. Contactez votre administrateur système.
Erreur	09/10/2025 15:25:42	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	09/10/2025 15:24:13	NETLOGON	5719	Aucun	"Cet ordinateur n’a pas pu configurer une session sécurisée avec un contrôleur de domaine dans le domaine AFDB pour la raison suivante : 
Nous n’avons pas pu vous connecter avec ces informations d’identification, car votre domaine n’est pas disponible. Vérifiez que votre appareil est connecté au réseau de votre organisation, puis réessayez. Si vous vous connectiez sur cet appareil avec d’autres informations d’identification auparavant, vous pouvez utiliser celles-ci pour vous connecter. 
Cela peut entraîner des problèmes d’authentification. Vérifiez que cet ordinateur est connecté au réseau. Si le problème persiste, contactez votre administrateur de domaine.  

INFORMATIONS SUPPLÉMENTAIRES 
Si cet ordinateur est un contrôleur de domaine pour le domaine spécifié, il installe la session sécurisée sur l’émulateur de contrôleur de domaine principal dans le domaine spécifié. Sinon, cet ordinateur installe la session sécurisée sur n’importe quel contrôleur de domaine du domaine spécifié."
Erreur	09/10/2025 15:11:01	Microsoft-Windows-Security-Kerberos	11	Aucun	Le nom unique figurant dans le champ Objet de votre certificat d’ouverture de session par carte à puce ne contient pas suffisamment d’informations pour identifier le domaine adéquat sur un ordinateur qui n’est pas membre d’un domaine. Contactez votre administrateur système.
Erreur	09/10/2025 14:43:37	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	09/10/2025 13:28:43	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	09/10/2025 13:12:38	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	09/10/2025 13:11:01	Microsoft-Windows-Security-Kerberos	11	Aucun	Le nom unique figurant dans le champ Objet de votre certificat d’ouverture de session par carte à puce ne contient pas suffisamment d’informations pour identifier le domaine adéquat sur un ordinateur qui n’est pas membre d’un domaine. Contactez votre administrateur système.
Erreur	09/10/2025 12:11:01	Microsoft-Windows-Security-Kerberos	11	Aucun	Le nom unique figurant dans le champ Objet de votre certificat d’ouverture de session par carte à puce ne contient pas suffisamment d’informations pour identifier le domaine adéquat sur un ordinateur qui n’est pas membre d’un domaine. Contactez votre administrateur système.
Erreur	09/10/2025 11:58:02	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	09/10/2025 11:58:01	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	09/10/2025 11:41:38	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	09/10/2025 11:31:42	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	09/10/2025 11:10:45	NETLOGON	5719	Aucun	"Cet ordinateur n’a pas pu configurer une session sécurisée avec un contrôleur de domaine dans le domaine AFDB pour la raison suivante : 
Nous n’avons pas pu vous connecter avec ces informations d’identification, car votre domaine n’est pas disponible. Vérifiez que votre appareil est connecté au réseau de votre organisation, puis réessayez. Si vous vous connectiez sur cet appareil avec d’autres informations d’identification auparavant, vous pouvez utiliser celles-ci pour vous connecter. 
Cela peut entraîner des problèmes d’authentification. Vérifiez que cet ordinateur est connecté au réseau. Si le problème persiste, contactez votre administrateur de domaine.  

INFORMATIONS SUPPLÉMENTAIRES 
Si cet ordinateur est un contrôleur de domaine pour le domaine spécifié, il installe la session sécurisée sur l’émulateur de contrôleur de domaine principal dans le domaine spécifié. Sinon, cet ordinateur installe la session sécurisée sur n’importe quel contrôleur de domaine du domaine spécifié."
Erreur	09/10/2025 10:11:01	Microsoft-Windows-Security-Kerberos	11	Aucun	Le nom unique figurant dans le champ Objet de votre certificat d’ouverture de session par carte à puce ne contient pas suffisamment d’informations pour identifier le domaine adéquat sur un ordinateur qui n’est pas membre d’un domaine. Contactez votre administrateur système.
Erreur	09/10/2025 10:10:38	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	09/10/2025 09:34:42	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	09/10/2025 09:22:27	Volsnap	36	Aucun	Les clichés instantanés du volume C: ont été annulés car le stockage du cliché instantané n’a pas pu s’agrandir en raison d’une limite utilisateur.
Erreur	09/10/2025 09:09:49	Microsoft-Windows-Security-Kerberos	11	Aucun	Le nom unique figurant dans le champ Objet de votre certificat d’ouverture de session par carte à puce ne contient pas suffisamment d’informations pour identifier le domaine adéquat sur un ordinateur qui n’est pas membre d’un domaine. Contactez votre administrateur système.
Erreur	09/10/2025 08:39:37	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	09/10/2025 07:37:40	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	09/10/2025 07:37:39	Microsoft-Windows-Security-Kerberos	11	Aucun	Le nom unique figurant dans le champ Objet de votre certificat d’ouverture de session par carte à puce ne contient pas suffisamment d’informations pour identifier le domaine adéquat sur un ordinateur qui n’est pas membre d’un domaine. Contactez votre administrateur système.
Erreur	09/10/2025 07:10:44	Tcpip	4199	Aucun	Le système a détecté un conflit d’adresses pour l’adresse IP 192.168.1.2 avec le système  d’adresse physique réseau 8E-0F-D9-12-7A-83. En conséquence les opérations réseau sur se système peuvent être interrompues.
Erreur	09/10/2025 07:08:36	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	09/10/2025 07:08:36	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	09/10/2025 07:01:07	Service Control Manager	7000	Aucun	"Le service Service Google Update (gupdate) n’a pas pu démarrer en raison de l’erreur : 
Le service n’a pas répondu assez vite à la demande de lancement ou de contrôle."
Erreur	09/10/2025 07:01:07	Service Control Manager	7009	Aucun	Le dépassement de délai (30000 millisecondes) a été atteint lors de l’attente de la connexion du service Service Google Update (gupdate).
Erreur	09/10/2025 07:01:07	Service Control Manager	7000	Aucun	"Le service Microsoft Cloud Managed Desktop Extension n’a pas pu démarrer en raison de l’erreur : 
Le fichier spécifié est introuvable."
Erreur	09/10/2025 06:58:45	NETLOGON	5719	Aucun	"Cet ordinateur n’a pas pu configurer une session sécurisée avec un contrôleur de domaine dans le domaine AFDB pour la raison suivante : 
Nous n’avons pas pu vous connecter avec ces informations d’identification, car votre domaine n’est pas disponible. Vérifiez que votre appareil est connecté au réseau de votre organisation, puis réessayez. Si vous vous connectiez sur cet appareil avec d’autres informations d’identification auparavant, vous pouvez utiliser celles-ci pour vous connecter. 
Cela peut entraîner des problèmes d’authentification. Vérifiez que cet ordinateur est connecté au réseau. Si le problème persiste, contactez votre administrateur de domaine.  

INFORMATIONS SUPPLÉMENTAIRES 
Si cet ordinateur est un contrôleur de domaine pour le domaine spécifié, il installe la session sécurisée sur l’émulateur de contrôleur de domaine principal dans le domaine spécifié. Sinon, cet ordinateur installe la session sécurisée sur n’importe quel contrôleur de domaine du domaine spécifié."
Erreur	09/10/2025 06:58:39	hasplms	3	Aucun	ERROR: DEP policy is not enabled due system configuration

Erreur	09/10/2025 04:12:44	Microsoft-Windows-GroupPolicy	1052	Aucun	Le traitement de la stratégie de groupe a échoué. Windows n’a pas pu déterminer le rôle de cet ordinateur. Les informations de rôle (groupe de travail, serveur membre ou contrôleur de domaine) sont requises pour traiter la stratégie de groupe.
Erreur	09/10/2025 04:12:44	Microsoft-Windows-GroupPolicy	1052	Aucun	Le traitement de la stratégie de groupe a échoué. Windows n’a pas pu déterminer le rôle de cet ordinateur. Les informations de rôle (groupe de travail, serveur membre ou contrôleur de domaine) sont requises pour traiter la stratégie de groupe.
Erreur	09/10/2025 04:12:25	Microsoft-Windows-DistributedCOM	10010	Aucun	Le serveur {F65817C8-DD85-4136-89F0-B9D12939F2C4} ne s’est pas enregistré sur DCOM avant la fin du temps imparti.
